Afghanistan,AFG,2007,15,8099.404949919545,1930.0471197273198,4922.241281315872,4859.483790971534,144.5037469282267,10366.124291797547,461.195201808,29066.442137435646,9121.085992495782,2494.128056651257,2458.120489526255,400.81106488371825,96.02759236080246,209.68336203058993,1118.3965083681703,4810.833683712643,28477.08110667426,1941.2821983627616,4691.007199494647,3715.2775921059497,6896.159472690725,8216.00097494153,1050.2894758720836,14253.281223073709,498.3921466537136,305.20723927321046,296.00002613563987,160.93012143187661,1846.9966859901444,53532.68049507392,1378.5715491618184,3029.127923045497,1199
Albania,ALB,2007,,278.06990187878057,261.3731939230455,418.0551192445076,12.662485356163694,1.9034456195697695,8.244078961627942,0.187339574311,367.9769411492887,27.721985483561426,45.42798093394089,888.7965787886624,159.20045662433753,13.789709683038144,22.409056086426776,0,5.1390124747936605,311.5199066958203,5.916590033610815,110.52767712556047,286.62123057096085,575.405808352532,0,3.07950484711652,3448.9432670315027,16.317860491528755,12.573010796704992,0,4.951038332198076,4.685887621143901,9371.58809483556,165.68189730351133,80.99393133920286,
Algeria,DZA,2007,,7767.860523680779,2445.4860241626566,4156.219181293268,488.7235009863188,324.7876893787105,664.0161763940581,193.500431536,4664.515043400628,485.1413984454917,654.2393530708916,5873.232416156088,819.258060683699,107.52970367594077,710.2223200006478,7.302345204338719,931.9991641062493,9609.371595137955,137.69182569652395,3469.949273869167,3185.2869532665945,4563.865370105528,699.0000236533784,305.15077648737054,16520.064638706222,855.6129361120843,385.11401888110146,81.99999976752144,54.026648389101624,119.1316313917473,63815.1031306623,1670.7483124381213,477.90391070333715,241
American Samoa,ASM,2007,,4.820278213555535,4.915469113253284,10.197256325164789,0.41080446256340586,0.3309836348263494,1.1762261233543603,0.839931405506,12.799367092910558,0.8248815374204965,4.327957829413046,7.215721497814144,1.15032666893997,0.32029953713312626,0.3449679666978179,0,1.2127398880324998,6.934436697496825,1.32025676228229,31.30859184265175,17.322212871635482,15.888647503047858,1.9999999588217423,0.09529698060569028,47.02649728569323,0.53876206588017,0.524655893701536,0,1.3265425258594992,1.215894750245422,83.7735118329666,3.1351297020662585,3.007895524667032,
Andorra,AND,2007,,4.707730722978533,9.973899463556629,25.399695674208864,0.37197945196609056,1.0251232287278176,0.8031774374595732,0.00312165977618,25.77567541323327,0.3076140578369672,0.5348270549396037,42.4314506850392,5.924123777010897,1.760668322284109,2.2042541606666095,0,0.04662065019526542,0.971965662477053,0.16262760352931005,4.6666750876249035,4.727322664234025,28.094150957502926,0,0.13034982885881194,152.24907111537496,0.7823256087036778,0.2340979782570346,0,0.33697849034262517,0.10124866185972695,149.34211185270235,9.332756510568958,0.6905855576313377,
Angola,AGO,2007,,7956.410202946254,3713.610236244966,6141.15920702093,14148.03625989735,10465.28576511948,21218.465727030347,435.343619897,22421.513756349137,4722.4079981412215,3326.8146078316036,1035.6885405658293,158.9249147943311,185.6956323722937,109.24154419916886,13243.02448376391,2567.985422442939,20610.50016813336,9965.184836286844,2464.469692118086,2266.506376797079,3554.950841620983,34.000000000005414,480.64936275637945,8750.727128140183,958.3284346529954,354.3705666336772,104.99999875144415,158.715335417035,9811.001324498857,18205.27613310987,1384.6086917718046,828.7769891773719,
Antigua and Barbuda,ATG,2007,,6.834890653750679,8.921699091654956,17.044974605715904,0.41935807405805353,7.306625295393305,1.2721678900841429,0.00716018200238,28.071221316922223,1.0799398919842436,4.350468669937895,22.40701601755342,3.9324556143712432,4.808524331644647,0.8526446662952858,0,0.45863537091389395,7.578199404642739,2.0048280521215562,39.23131763077065,19.30319347021387,9.986784044080316,0,0.22797743076793056,93.93572295827836,1.7814962209406662,0.39153365041157523,0,0.3633156104812379,1.9388156358525914,162.97065791465877,2.2855090289514663,4.966907877985694,
Argentina,ARG,2007,,6143.2714615029345,6101.773411049145,12599.46560437062,776.7280506065775,1662.450315622002,596.6032171397378,1.2585170827,25400.629262150618,556.9038503594462,891.9432859300034,15387.303064551666,2469.1912949957764,903.3602099126199,654.5633119292229,4.073186802290682,448.1436366379925,4563.934350923197,1290.2136893189836,8987.12619256205,9430.812568001926,18014.148202107346,0,198.5097637790002,67455.64870655641,826.2393448796101,405.4159092954828,14.00000000352657,154.61736550150826,1182.577306983279,100855.86958965182,4630.155411686517,2143.9922985654607,
Armenia,ARM,2007,,259.77693859467513,913.8185869935511,1433.1608763259264,152.00200881523142,7.966249561216,22.389394332113806,0.120842163501,444.10284200140006,14.217776053717568,63.0364826054443,913.2428266666691,151.42633829796404,73.96733315087764,20.386183057438288,0,10.975257175705956,216.57167528738026,7.030824690591767,1363.1711922566471,245.81305641697682,1248.0150680313016,3.692820653630255,10.334587737236847,5376.948837083671,45.64217320700798,22.46502331453802,0,147.6874044119799,2.5532642206505733,13524.128813764444,249.50985023813243,125.64386090103186,0
Australia,AUS,2007,,1772.4790022758546,1566.3361580597843,4572.478793956067,75.72417729636803,124.5858499266134,130.35673368710118,0.266247002712,3150.6795669471035,59.208931756533204,212.68509226291934,12391.608463796822,1739.5610506514568,507.88755278908445,791.7313809299011,0,15.491446238000773,633.4261691721975,89.61541786581712,3488.2027526198385,3050.3594942871014,7978.021067358607,0,149.57928426441694,41062.22036913441,146.84973152916814,56.97108563224644,4.9999999969455216,67.96522794193261,65.13235580493696,45994.144393651026,2469.006938256281,303.37129381434363,
